month,country,portfolio,assetno,dc_capacity_mw,ic_approved_budget,expected_budget,weather_loss_or_gain,grid_curtailment,grid_outage,operation_budget,breakdown_loss,unclassified_loss,actual_generation,string failure,inverter failure,ac_failure,expected_pr,actual_pr,pr_gap,pr_gap_observation,pr_gap_action_need_to_taken,revenue_loss,revenue_loss_observation,revenue_loss_action_need_to_taken,budgeted_irradiation,actual_irradiation,ac_capacity_mw,bess_capacity_mwh,bess_generation_mwh,ppa_rate,ic_approved_budget_$,expected_budget_$,actual_generation_$
2025-02,Korea,Korea-Blackwood ,KR_BW_28,9.95553,997.1018927,916.872,79.44334099,0,0,996.315341,0,55.14865901,1051.464,,,0,0.813575568,0.858609103,0.045033535,,,4325,,,113.2,123.0083333,0.9,29.3,,0.078421904,78194.62894,71902.848,82457.80891
2025-02,Korea,Korea-Blackwood ,KR_BW_29,0.9964,98.82965056,99.6138,-1.222349737,0,0,98.39145026,-0.585,-7.454050263,90.3524,-0.585,,0,0.867074634,0.796230506,-0.070844129,,,-585,,,115.3,113.8851667,1.1,0,,0.078421904,7750.409372,7811.903864,7085.607242
2025-02,Korea,Korea-Blackwood ,KR_BW_30,0.49896,50.01624848,49.7457,2.068699926,0,0,51.81439993,0,-12.58622993,39.22817,,,0,0.837101372,0.633761174,-0.203340198,String wise details are not available for further analysis ,Nil ,-987,,,119.1,124.0528333,0.5,0,,0.078421904,3922.369439,3901.152512,3076.347783
2025-02,Korea,Korea-Blackwood ,KR_BW_31,2.9946,292.015986,281.774,30.71980345,0,0,312.4938034,0,-44.27100345,268.2228,,,0,0.776994516,0.666917688,-0.110076829,,,-3472,String wise details are not available in the monitoring portal for further analysis ,Site inspection is required for further analysis ,121.1,134.3026667,3,0,,0.078421904,22900.44963,22097.25359,21034.54268
2025-02,Korea,Korea-Blackwood ,KR_BW_32,0.05934,5.801449744,5.944664,0.098724507,0,0,6.043388507,0,-0.395018507,5.64837,,,0,0.881863646,0.824221735,-0.057641911,,,-31,,,113.6,115.4865833,0.05,0,,0.078421904,454.9607351,466.1918697,442.9559301
2025-02,Korea,Korea-Blackwood ,KR_BW_33,0.09675,9.864095704,10.42118,1.671937728,0,0,12.09311773,0,-1.499877728,10.59324,,,0,0.840846642,0.736558634,-0.104288007,,,-118,,,128.1,148.6519167,0.2,0,,0.078421904,773.5611667,817.2487779,830.7420507
2025-02,Korea,Korea-Blackwood ,KR_BW_34,0.99375,100.3474678,101.6004,-1.691959165,0,0,99.90844084,-0.636,-2.894960835,96.37748,-0.636,,0,0.877591384,0.846575578,-0.031015806,,,-227,,,116.5,114.5599167,1.1,0,,0.078421904,7869.43949,7967.696819,7558.105488
2025-02,Korea,Korea-Blackwood ,KR_BW_35,0.9964,92.97828363,96.2082,2.32315694,0,0,98.53135694,-2.304,-7.96991694,88.25744,-2.304,,0,0.868307562,0.777768671,-0.090538891,,,-625,,,111.2,113.8851667,1.168,0,,0.078421904,7291.534036,7544.830228,6921.31649
2025-02,Korea,Korea-Blackwood ,KR_BW_36,0.2544,22.76102115,19.20996,2.436517657,0,0,21.64647766,0,2.162252343,23.80873,,,0,0.733115039,0.806345416,0.073230377,,,236,,,103,116.064125,0.25,0.832,22.9742,0.109296439,2487.698548,2099.580212,2602.209394
2025-02,Korea,Korea-Blackwood ,KR_BW_37,0.4512,39.65662271,35.7651,4.536308126,0,0,40.30140813,-4.138,0.094661874,36.25807,-4.138,,0,0.769578858,0.692368962,-0.077209896,,,10,,,103,116.064125,0.6,1.4976,38.4895,0.109296439,4334.327625,3908.998053,3962.877918
2025-02,Korea,Korea-Blackwood ,KR_BW_38,0.2832,24.68540049,25.5099,2.679243183,0,0,28.18914318,0,-5.541583183,22.64756,,,0,0.782600613,0.628752503,-0.15384811,String monitoring is not available for further analysis. Only one inverter installed at site ,Nil ,-435,,,115.1,127.188675,0.25,0.665,22.6976,0.078421904,1935.876108,2000.53493,1776.064777
2025-02,Korea,Korea-Blackwood ,KR_BW_39,0.99873,102.9358523,95.697,4.525200805,0,0,100.2222008,0,-17.78369081,82.43851,,,0,0.813401441,0.669069351,-0.14433209,,,-1395,,,117.8,123.37038,1,0,,0.078421904,8072.425531,7504.740951,6464.98492
2025-02,Korea,Korea-Blackwood ,KR_BW_40,0.05796,5.53963135,4.665672,0.98699644,0,0,5.65266844,0,-1.87055844,3.78211,,,0,0.856363156,0.572978884,-0.283384272,String monitoring is not available for further analysis. Only one inverter installed at site ,Nil ,-147,,,94,113.8851667,0.06,0,,0.078421904,434.4284381,365.8908819,296.6002675
2025-02,Korea,Korea-Blackwood ,KR_BW_41,0.9804,88.31928362,88.7348,2.142695388,0,0,90.87749539,-0.422,-4.696145388,85.75935,-0.422,,0,0.813927805,0.768088064,-0.045839741,,,-368,,,111.2,113.8851667,1,0,,0.078421904,6926.166385,6958.75197,6725.411516
2025-02,Korea,Korea-Blackwood ,KR_BW_42,0.9804,87.45432538,87.3278,2.360939533,0,0,89.68873953,0,-2.997559533,86.69118,,,0,0.801021973,0.774250373,-0.0267716,,,-235,,,111.2,114.2063333,1,0,,0.078421904,6858.334713,6848.412351,6798.487399
2025-02,Korea,Korea-Blackwood ,KR_BW_43,0.099,9.868320842,10.01814,0.798948472,0,0,10.81708847,0,-0.191698472,10.62539,,,0,0.876132756,0.860606091,-0.015526665,,,-15,,,115.5,124.7111458,0.12,0,,0.078421904,773.8925101,785.6416137,833.2633149
2025-02,Korea,Korea-Blackwood ,KR_BW_44,0.099,10.06110405,10.33032,0.459512865,0,0,10.78983286,0,-0.140832865,10.649,,,0,0.873925181,0.862518389,-0.011406793,,,-11,,,119.4,124.7111458,0.12,0,,0.078421904,789.0109363,810.1233637,835.1148561
2025-02,Korea,Korea-Blackwood ,KR_BW_45,0.099,8.952455156,8.3952,0.310417944,0,0,8.705617944,0,-0.423007944,8.28261,,,0,0.842942346,0.801983587,-0.040958759,,,-33,,,100.6,104.31975,0.12,0,,0.078421904,702.0685791,658.3675688,649.5380466
2025-02,Korea,Korea-Blackwood ,KR_BW_46,0.09855,8.952536124,8.31888,0.307595963,0,0,8.626475963,0,0.004614037,8.63109,,,0,0.839093294,0.839542099,0.000448805,,,0,,,100.6,104.31975,0.12,0,,0.078421904,702.0749288,652.3824091,676.8665117
2025-02,Korea,Korea-Blackwood ,KR_BW_47,0.09855,9.158531256,8.5383,0.315709159,0,0,8.854009159,0,-0.155469159,8.69854,,,0,0.861225342,0.846102929,-0.015122413,,,-12,,,100.6,104.31975,0.12,0,,0.078421904,718.2294593,669.5897432,682.1560691
2025-02,Korea,Korea-Blackwood ,KR_BW_48,0.05888,5.895109141,6.166028,-0.039925119,0,0,6.126102881,0,-1.336222881,4.78988,,,0,0.892009735,0.697444962,-0.194564773,,,-105,,,117.4,116.6398333,0.06,0,,0.078421904,462.3056833,483.5516561,375.6315097
2025-02,Korea,Korea-Iceberg,KR_IB_49,99.986,9261.825631,9037.63,362.9776229,0,0,9400.607623,-203.8,-27.97782287,9168.8298,,-203.8,0,0.846338525,0.825471523,-0.020867002,,,-1622,Snowfall occurred continuously from February 4th to February 8th. ,Uncontrollable ,106.8,111.0894,99.75,0,,0.05796,536815.4136,523821.0348,531425.3752
2025-02,Japan ,JP Minamata,JP-MINA,28.24548,2293.86837,2159.646548,37.26448946,-34.8680316,0,2162.043006,-483.11,46.96699401,1725.9,-270.25,-212.86,0,0.749606853,0.588893426,-0.160713427,,,11667,"1. Typhoon string failure 282 strings : $ 64,264
2. FO cable failure: $ 12,381
3. Inverter tripped on LIR: $ 267
4. Inverter software update by OEM: $ 12,054 ","1. Module Procurement is in process (Open)
2. FO cable  rectification need to be completed (open)
3. After rectification inverter is inverter generation is resumed (closed)
4. After the software update, all inverter generation is resumed (Closed)",102,103.76,20.4,0,,0.2484,569796.9031,536456.2025,428713.56
2025-02,Singapore ,SG Matco Asia,SG_DG_ONS_00055,0.851,87.804913,87.804913,-8.53037063,0,0,79.27454237,0,5.98824763,85.26279,0,,0,0.74389698,0.800089538,0.056192558,,,474,,,138.7,125.2251002,0.7,0,,0.07918,6952.393011,6952.393011,6751.107712
2025-02,Taiwan ,TW-Yunlin,TW1,24.81678,2507.129445,2511,-325.1312069,0,0,2185.868793,,-16.9087931,2168.96,,,0,0.872254649,0.865507321,-0.006747328,,,0,,,116,100.98,27.2,0,,0,0,0,0
2025-03,Korea,Korea-Blackwood ,KR_BW_01,0.1944,24.92350567,22.44,-0.56444024,0,0,21.87555976,-2.198,4.26444024,23.942,0,-2.198,0,0.752000643,0.823037198,0.071036554,,,334,,,153.5,149.6389672,0.2,0,,0.078421904,1954.54877,1759.787527,1877.577226
2025-03,Korea,Korea-Blackwood ,KR_BW_02,0.34776,44.19088524,37.95736,-0.308884196,0,0,37.6484758,0,7.368674196,45.01715,0,0,0,0.716665451,0.856933393,0.140267942,,,578,,,152.3,151.060634,0.35,0,,0.078421904,3465.533362,2976.688443,3530.330617
2025-03,Korea,Korea-Blackwood ,KR_BW_03,0.099,13.19555713,11.8815,-0.214183371,0,0,11.66731663,-0.09681,0.805193371,12.3757,-0.09681,0,0,0.780332585,0.827710627,0.047378043,,,63,,,153.8,151.0275047,0.1,0,,0.078421904,1034.820715,931.7698528,970.5259578
2025-03,Korea,Korea-Blackwood ,KR_BW_04,0.949875,124.3152065,123.4408,-3.714272468,0,0,119.7265275,-1.84817,3.727212468,121.60557,-1.84817,0,0,0.836798349,0.849931442,0.013133093,,,292,,,155.3,150.6271,1,0,,0.078421904,9749.035194,9680.462572,9536.540341
2025-03,Korea,Korea-Blackwood ,KR_BW_05,0.9964,129.9365809,130.1696,-3.893481773,0,0,126.2761182,-4.4845,5.658741773,127.45036,0,-4.4845,0,0.846113366,0.853981375,0.007868009,,,444,,,154.4,149.7817667,1.168,0,,0.078421904,10189.87408,10208.14788,9994.899901
2025-03,Korea,Korea-Blackwood ,KR_BW_06,0.9964,125.6639687,129.8858,-1.642394668,0,0,128.2434053,-6.12294,-0.906305332,121.21416,0,-6.12294,0,0.859295177,0.812195705,-0.047099471,,,-71,,,151.7,149.7817667,1.168,0,,0.078421904,9854.807694,10185.89174,9505.845223
2025-03,Korea,Korea-Blackwood ,KR_BW_07,0.9964,132.7929505,133.5752,-4.580168157,0,0,128.9950318,-0.7621,1.121998157,129.35493,0,-0.7621,0,0.864331451,0.86674295,0.002411498,,,88,,,155.1,149.7817667,1.1,0,,0.078421904,10413.87602,10475.22152,10144.25991
2025-03,Korea,Korea-Blackwood ,KR_BW_08,0.9964,128.25167,127.8992,-1.031861382,0,0,126.8673386,-6.11962,3.062941382,123.81066,0,-6.11962,0,0.850074839,0.829593558,-0.020481281,,,240,,,151,149.7817667,1.1,0,,0.078421904,10057.74016,10030.09879,9709.467697
2025-03,Korea,Korea-Blackwood ,KR_BW_09,1.19637,135.6156991,148.4274,-7.535471903,0,0,140.8919281,-5.247648,-23.0641301,112.58015,0,-5.247648,0,0.839409987,0.67073326,-0.168676727,"1) Inverter-1 is performing low out of 2 inverters available at site. Suspecting string failure but we do not have string monitoring for further analysis.
2) Generation loss due to low performance of the inverter-1 is -5MWh, PR Loss: -2.99%","As per Q1 2025 inspection report received in April-2025, outside trees are causing the shadow on solar modules leads to generation loss and it is uncontrollable. ",-2521,Inverters are underperforming with respect to budgeted., String wise details are not available for further analysis. ,147.8,140.2963804,1.2,0,,0.109296439,14822.31292,16222.5862,12304.60944
2025-03,Korea,Korea-Blackwood ,KR_BW_10,0.1971,27.18868029,25.7796,1.119541948,0,0,26.89914195,-0.08099,-3.921141948,22.89701,0,-0.08099,0,0.860490267,0.732464042,-0.128026225,String monitoring is not available for further analysis.,Nil,-308,,,152,158.6009704,0.2,0,,0.078421904,2132.188077,2021.685317,1795.627121
2025-03,Korea,Korea-Blackwood ,KR_BW_11,0.75141,90.86791878,91.7656,-3.171114165,0,0,88.59448583,-2.771185,-9.370400835,76.4529,0,-2.771185,0,0.802395133,0.692429492,-0.10996564,"1) Break down Loss: -1.34MWh, PR Loss: -1.2% 
2) String monitoring not available for further analysis",Nil ,-735,,,152.2,146.9404738,0.75,0,,0.078421904,7126.035207,7196.433077,5995.581987
2025-03,Korea,Korea-Blackwood ,KR_BW_12,0.99873,124.1252487,125.736,-2.310056406,-2.781385394,0,120.6445582,0,3.776451799,124.42101,0,0,0,0.807542577,0.814053028,0.00651045,,,296,,,155.9,153.0357623,1,0,,0.078421904,9734.138342,9860.456526,9757.332506
2025-03,Korea,Korea-Blackwood ,KR_BW_13,0.99333,121.1578935,121.086,-3.320149214,-3.01283059,0,114.7530202,-14.78153982,8.883459624,108.85494,0,-14.78153982,0,0.808349249,0.747184421,-0.061164828,,,697,,,150.8,146.6651,1,0,,0.078421904,9501.432697,9495.794672,8536.611659
2025-03,Korea,Korea-Blackwood ,KR_BW_14,0.3843,50.74285946,45.13962,0.971807112,0,0,46.11142711,-2.02057,2.727482888,46.81834,0,-2.02057,0,0.742004603,0.753379931,0.011375328,,,214,,,158.3,161.7080275,0.4,0,,0.078421904,3979.351655,3539.934948,3671.583367
2025-03,Korea,Korea-Blackwood ,KR_BW_15,0.3843,50.38555582,44.50812,0.534000331,0,0,45.04212033,-29.85958881,9.207168478,24.3897,-10.19257515,-19.66701366,0,0.727031269,0.393677616,-0.333353653," Fire incident happened in the month of Oct-2024 and all the inverters are damaged.  After the Replacement of Inverter's, the site had started producing from 11th March
1) String Failure: -9.38MWh, PR loss:15%. (Due to fire incident, 104.475 kWp capacity of faulty solar modules has been isolated.)
2) Inverter Failure: -12.51MWh, PR Loss: -20%.",Blackwood agreed to replace the damaged modules. ,722,"Asset No: 15 Fire incident happened in the month of Oct-2024 and all the inverters are damaged. 
New inverters are installed and spacer in the transformer changed on 11th Mar 2025. Mar-24 Gen Loss: 13 MWh and Revenue Loss: $ 967.
104.475 kWp capacity of faulty solar modules due to insulation failure, crack & Hotspot are removed to resume the inverters generation. Need to replace the solar modules to resume the generation.  Mar-25 Generation loss: 9 MWh and Revenue Loss: $ 725. ",Discussions are initiated with Blackwood to replace the damaged solar modules and restoring plant designed capacity. ,159.3,161.2112524,0.4,0,,0.078421904,3951.331223,3490.411515,1912.686713
2025-03,Korea,Korea-Blackwood ,KR_BW_16,0.99792,126.2564499,114.75,-0.818095378,-15.33730147,0,98.59460315,0,4.819296848,103.4139,0,0,0,0.729626761,0.662268827,-0.067357933,"1) Grid loss: -17 MWh, PR Loss: 10.9%
2) String monitoring not available for further analysis. Only one inverter installed at site ",Nil ,378,,,157.6,156.4764111,1.02,0,,0.078421904,9901.271198,8998.913488,8109.914942
2025-03,Korea,Korea-Blackwood ,KR_BW_18,0.4806,60.69329165,51.2778,-3.142171208,0,0,48.13562879,0,5.126291208,53.26192,0,0,0,0.743004044,0.822131609,0.079127565,,,560,,,143.6,134.8005627,0.5,1.4976,52.3509,0.109296439,6633.560618,5604.480914,5821.338164
2025-03,Korea,Korea-Blackwood ,KR_BW_19,2.914,373.9935573,342.2278,26.6685709,0,0,368.8963709,-6.1494,11.7630291,374.51,0,-6.1494,0,0.786095193,0.798057487,0.011962294,,,922,,,149.4,161.0422,2.97,0,,0.078421904,29329.28686,26838.15569,29369.78728
2025-03,Korea,Korea-Blackwood ,KR_BW_20,0.32292,42.5282927,41.64292,-0.944367333,0,0,40.69855267,-1.50841,-2.925562667,36.26458,0,-1.50841,0,0.865485831,0.771194013,-0.094291818,,,-229,,,149,145.6210167,0.365,0,,0.078421904,3335.149689,3265.717076,2843.937413
2025-03,Korea,Korea-Blackwood ,KR_BW_21,0.9933,116.630496,127.0052,-2.302212122,-2.123457982,0,122.5795299,-3.10741,-11.6798499,107.79227,0,-3.10741,0,0.826515026,0.714433009,-0.112082017,"1)Grid Loss-2 MWh, 1%
2)Inverter Break Down Loss-3MWh, 2%","1. After the curtailment hours, plant generation is resumed. (Closed)
2. generation is resumed (Closed)",-916,,,154.7,151.8957667,1.08,0,,0.078421904,9146.385565,9959.989607,8453.275054
2025-03,Korea,Korea-Blackwood ,KR_BW_22,0.4968,65.78151997,66.28846,-1.523317432,0,0,64.76514257,0,-3.518252568,61.24689,0,0,0,0.84183519,0.796103973,-0.045731217,,,-276,,,158.5,154.8576494,0.5,0,,0.078421904,5158.712046,5198.467249,4803.09773
2025-03,Korea,Korea-Blackwood ,KR_BW_23,0.09675,11.77793507,12.20338,-0.221209599,0,0,11.9821704,-4.38235895,0.731558549,8.33137,-0.31466,-4.06769895,0,0.815340185,0.566917389,-0.248422796,"1)Inverter Breakdown loss:-3MWh, PR Loss:-20.35%.",Nil ,57,,,154.7,151.8957667,0.1,0,,0.078421904,923.6480938,957.0122953,653.3618986
2025-03,Korea,Korea-Blackwood ,KR_BW_24,0.69915,69.64882746,69.64882746,-2.687735694,-2.589395776,0,64.37169599,-1.99807,15.58836401,77.96199,0,-1.99807,0,0.657119335,0.765076102,0.107956766,,,1222,,,151.6,145.7497833,0.75,0,,0.078421904,5461.993663,5461.993663,6113.927698
2025-03,Korea,Korea-Blackwood ,KR_BW_25,0.063,7.270421085,7.19476,-0.17815119,0,0,7.01660881,-0.29232,0.62197119,7.34626,0,-0.29232,0,0.786518868,0.823470747,0.036951879,,,49,,,145.2,141.6046677,0.0666,0,,0.078421904,570.1602646,564.2267783,576.1076967
2025-03,Korea,Korea-Blackwood ,KR_BW_26,25.04158,3238.211895,3070.86,-68.5465212,-74.32393676,0,2927.989542,0,-6.209559835,2921.779982,0,0,0,0.821919846,0.799872822,-0.022047025,,,-487,,,149.2,145.8696167,25,0,,0.078421904,253946.7425,240822.6882,229131.5494
2025-03,Korea,Korea-Blackwood ,KR_BW_27,0.3906,46.73653922,42.15036,-6.061323446,0,0,36.08903655,0,4.166163446,40.2552,0,0,0,0.709946237,0.791903317,0.08195708,,,327,,,152,130.1420333,0.4,0,,0.078421904,3665.168394,3305.511487,3156.889431
2025-03,Korea,Korea-Blackwood ,KR_BW_28,9.95553,1311.40575,1205.886,-34.57124057,-18.91434337,0,1152.400416,-64.8596343,2.718218245,1090.259,-5.4810891,0,-59.3785452,0.798465741,0.743211381,-0.05525436,,,213,"Asset No. 28: On 09th Mar 2025, due to BESS fire incident, PV plant is isolated for safety precaution.
 Post physical inspection and mandatory testing of electrical equipment, PV plant is energized on 12th Mar 2025. Gen Loss: 99MWh & Revenue Loss: $ 7,612. 
 Due to BESS fire incident, 10 Nos of strings near BESS station are damaged. Need to rectify the same to resume the generation.  Mar-25 Gen Loss:  5 MWh & Revenue Loss:  $ 387. ",The entire module will be re-examined by BW for 16-18 days. It will be reflected in the insurance claim afterwards.,151.7,147.3509511,0.9,29.3,,0.078421904,102842.9359,94567.87617,85500.18667
2025-03,Korea,Korea-Blackwood ,KR_BW_29,0.9964,130.2711823,131.3048,-3.927436556,0,0,127.3773634,0,3.517866556,130.89523,0,0,0,0.853492261,0.877063733,0.023571471,,,276,,,154.4,149.7817667,1.1,0,,0.078421904,10216.11416,10297.17243,10265.05317
2025-03,Korea,Korea-Blackwood ,KR_BW_30,0.49896,64.63120386,64.2816,-2.851655615,-1.99148562,0,59.43845876,0,-1.668978765,57.76948,0,0,0,0.840385968,0.790309365,-0.050076602,,,-131,,,153.3,146.4993167,0.5,0,,0.078421904,5068.502067,5041.085467,4530.392617
2025-03,Korea,Korea-Blackwood ,KR_BW_31,2.9946,394.1201226,380.297,7.077228548,-4.667718713,0,382.7065098,0,-16.24280983,366.4637,0,0,0,0.803252728,0.759893006,-0.043359723,,,-1274,String wise details are not available in the monitoring portal for further analysis ,Site inspection is required for further analysis ,158.1,161.0422,3,0,,0.078421904,30907.65043,29823.61484,28738.78111
2025-03,Korea,Korea-Blackwood ,KR_BW_32,0.05934,7.641406673,7.830042,-0.227904805,0,0,7.602137195,0,-0.117677195,7.48446,0,0,0,0.869823164,0.856358746,-0.013464418,,,-9,,,151.7,147.28455,0.05,0,,0.078421904,599.2536608,614.0468023,586.9456039
2025-03,Korea,Korea-Blackwood ,KR_BW_33,0.09675,11.70196052,12.36284,-0.297488663,0,0,12.06535134,0,-1.290511337,10.77484,0,0,0,0.825994131,0.737645705,-0.088348425,,,-101,,,154.7,150.9774333,0.2,0,,0.078421904,917.6900249,969.5174521,844.9834685
2025-03,Korea,Korea-Blackwood ,KR_BW_34,0.99375,132.4885561,134.1428,-4.932860646,-2.707441658,0,126.5024977,0,-1.810067697,124.69243,0,0,0,0.868080163,0.837729865,-0.030350299,,,-142,,,155.5,149.7817667,1.1,0,,0.078421904,10390.00483,10519.73379,9778.61778
2025-03,Korea,Korea-Blackwood ,KR_BW_35,0.9964,124.7024374,129.0344,-1.917317624,0,0,127.1170824,-2.97946,-1.593652376,122.54397,0,-2.97946,0,0.85591938,0.825127173,-0.030792207,,,-125,,,151.3,149.0518386,1.168,0,,0.078421904,9779.402579,10119.12333,9610.131456
2025-03,Korea,Korea-Blackwood ,KR_BW_36,0.2544,31.19451246,26.3277,-1.870258669,0,0,24.45744133,0,3.560118669,28.01756,0,0,0,0.722691249,0.82788895,0.105197701,,,389,,,143.2,133.0274045,0.25,0.832,26.8873,0.109296439,3409.449113,2877.523844,3062.219524
2025-03,Korea,Korea-Blackwood ,KR_BW_37,0.4512,53.99364093,48.69522,-3.459195348,0,0,45.23602465,0,1.644265348,46.88029,0,0,0,0.753657844,0.781052237,0.027394394,,,180,,,143.2,133.0274045,0.6,1.4976,46.046,0.109296439,5901.312655,5322.214118,5123.848733
2025-03,Korea,Korea-Blackwood ,KR_BW_38,0.2832,32.69488151,33.7869,-0.280876812,0,0,33.50602319,0,-0.938123188,32.5679,0,0,0,0.768711504,0.747188625,-0.021522879,,,-74,,,155.2,153.9097934,0.25,0.665,31.6683,0.078421904,2563.99486,2649.633029,2554.036728
2025-03,Korea,Korea-Blackwood ,KR_BW_39,0.99873,132.9463049,123.597,-1.626493313,-3.014979251,0,118.9555274,-0.916062467,-8.382494969,109.65697,0,-0.916062467,0,0.804643484,0.723410673,-0.081232811,,,-657,,,153.8,151.7760458,1,0,,0.078421904,10425.90236,9692.712073,8599.508378
2025-03,Korea,Korea-Blackwood ,KR_BW_40,0.05796,7.157588659,6.665516,0.713440114,0,0,7.378956114,0,-1.147176114,6.23178,0,0,0,0.849977837,0.717835261,-0.132142576,,,-90,,,135.3,149.7817667,0.06,0,,0.078421904,561.3117309,522.7224561,488.7080531
2025-03,Korea,Korea-Blackwood ,KR_BW_41,0.9804,117.0743992,117.6252,-9.816622602,-2.809388219,0,104.9991892,0,8.994910821,113.9941,0,0,0,0.803595072,0.84970138,0.046106308,,,705,,,149.3,136.8399,1,0,,0.078421904,9181.197299,9224.392147,8939.634371
2025-03,Korea,Korea-Blackwood ,KR_BW_42,0.9804,117.1380706,116.9686,-9.833583085,0,0,107.1350169,0,7.387573085,114.52259,0,0,0,0.798574415,0.853640695,0.05506628,,,579,,,149.4,136.8399,1,0,,0.078421904,9186.190532,9172.900324,8981.079563
2025-03,Korea,Korea-Blackwood ,KR_BW_43,0.099,12.85956824,13.0548,-0.214620012,0,0,12.84017999,0,0.126410012,12.96659,0,0,0,0.860748477,0.869222441,0.008473964,,,10,,,153.2,150.6814026,0.12,0,,0.078421904,1008.471826,1023.782273,1016.864677
2025-03,Korea,Korea-Blackwood ,KR_BW_44,0.099,12.89885135,13.244,-0.217730447,0,0,13.02626955,0,-0.099269553,12.927,0,0,0,0.860307253,0.853751092,-0.006556161,,,-8,,,155.5,152.9435907,0.12,0,,0.078421904,1011.552483,1038.619697,1013.759953
2025-03,Korea,Korea-Blackwood ,KR_BW_45,0.099,13.01157971,12.20166,-0.485128184,0,0,11.71653182,0,0.291098184,12.00763,0,0,0,0.84999373,0.871111894,0.021118163,,,23,,,145,139.2349167,0.12,0,,0.078421904,1020.392855,956.8774096,941.6612076
2025-03,Korea,Korea-Blackwood ,KR_BW_46,0.09855,13.00787072,12.08718,-0.480576551,0,0,11.60660345,0,0.283676551,11.89028,0,0,0,0.845863644,0.866537365,0.020673721,,,22,,,145,139.2349167,0.12,0,,0.078421904,1020.101989,947.89967,932.4583971
2025-03,Korea,Korea-Blackwood ,KR_BW_47,0.09855,13.07776865,12.19212,-0.484748881,0,0,11.70737112,0,0.402108881,12.10948,0,0,0,0.853207369,0.882512177,0.029304808,,,32,,,145,139.2349167,0.12,0,,0.078421904,1025.583518,956.1292646,949.6484785
2025-03,Korea,Korea-Blackwood ,KR_BW_48,0.05888,7.616377131,8.042892,-0.222672043,0,0,7.820219957,0,-0.683949957,7.13627,0,0,0,0.885275631,0.807850158,-0.077425473,,,-54,,,154.3,150.0281167,0.06,0,,0.078421904,597.2907965,630.7389046,559.6398811
2025-03,Korea,Korea-Iceberg,KR_IB_49,99.986,13320.0456,12997.615,-119.0195534,-706,0,12172.59545,0,251.6435534,12424.239,0,0,0,0.854102163,0.823969465,-0.030132698,,,14585,,,152.2,150.8063,99.75,0,,0.05796,772029.843,753341.7654,720108.8924
2025-03,Japan ,JP Minamata,JP-MINA,28.24548,3251.757975,3067.237465,-360.1544866,-642.5271498,0,2064.555829,-464.5400819,-17.41574698,1582.6,-243.7467036,-220.7933783,0,0.79148799,0.462715367,-0.328772624,"1.PCS 2,3& 4  breakdown due to  PDP Protection and LIR -220.79MWh, PR Loss-6.46%.
2. String failure loss: -243 MWh, PR Loss:-7.16%.
3. Grid Curtailment loss: -642.53MWh, PR Loss:-18.7%. ","1. Inverters are resumed after rectification. (Closed)
2. Module procurement is initiated, and it is under lender approval.(Open)
3. After the curtailment hours, generation resumed. (Closed)",-4326,"1. Inverter tripped due to LIR. Gen Loss: 12 MWh and Revenue Loss: $ 2,774.
2. PCS2 is tripped due to PDP. Gen Loss: 209 MWh and Revenue Loss: $ 50,410.
3. string failure due to typhoon damage. Gen Loss: 244 MWh and Revenue Loss: $  58,792.","Inverter resumed. (Closed)
PCS2 is resumed after rectification (Closed)
Module procurement is initiated. (Open)",137.2,121.09,20.4,0,,0.2484,807736.681,761901.7863,393117.84
2025-03,Singapore ,SG Matco Asia,SG_DG_ONS_00055,0.851,100.816618,100.816618,-22.97624584,0,0,77.84037216,0,2.183857845,80.02423,0,0,0,0.747906637,0.768889602,0.020982965,,,173,,,158.4,122.3004222,0.7,0,,0.07918,7982.659813,7982.659813,6336.318531
2025-03,Taiwan ,TW-Yunlin,TW1,24.81678,3075.583447,3084,-155.8921811,0,0,2928.107819,0,14.72468107,2942.8325,0,0,0,0.852337143,0.856623322,0.004286178,,,0,,,145.8,138.43,27.2,0,,0,0,0,0
2025-04,Korea,Korea-Blackwood ,KR_BW_01,0.1944,25.24449021,22.729,2.712799598,0,0,25.4417996,-2.857,8.054200402,30.639,0,-2.857,0,0.73257346,0.888800096,0.156226635,,,632,,,159.6,178.6489162,0.2,0,,0.078421904,1979.720989,1782.451457,2402.768718
2025-04,Korea,Korea-Blackwood ,KR_BW_02,0.34776,50.43369724,37.27534,5.016930806,0,0,42.29227081,0,9.862559194,52.15483,0,0,0,0.677540885,0.845497122,0.167956237,,,773,,,158.2,179.4923196,0.35,0,,0.078421904,3955.106565,2923.203136,4090.081073
2025-04,Korea,Korea-Blackwood ,KR_BW_03,0.099,13.34382182,12.015,1.312071112,0,0,13.32707111,0,1.255728888,14.5828,0,0,0,0.760900541,0.840150729,0.079250187,,,98,,,159.5,176.9178396,0.1,0,,0.078421904,1046.447914,942.239177,1143.610942
2025-04,Korea,Korea-Blackwood ,KR_BW_04,0.949875,127.9048554,127.0052,12.89227754,0,0,139.8974775,-1.90062,2.805382456,140.80224,-1.90062,0,0,0.822307978,0.833095917,0.010787939,,,220,,,162.6,179.1055,1,0,,0.078421904,10030.5423,9959.989607,11041.97975
