Date,month,Country,Portfolio,Asset No,Battery Capacity (MW),Export Energy (kWh),PV Energy (kWh),Charge Energy (kWh),Discharge Energy (kWh),Min SOC ,Max SOC ,Min ESS Temperature ,Max ESS Temperature ,Min ESS Humidity ,Max ESS Humidity ,RTE(%)
03-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,908,939,560,529,3,90.5,18.7,20.1,13.5,21.8,0.944642857
04-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,646.3,673.3,441,414,3,73,18.8,20.1,18.9,22.8,0.93877551
05-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,153.4,156.4,57,54,3,14.5,17.4,19.5,18.9,30.9,0.947368421
06-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,311.8,324.8,154,141,3,30.5,15.9,17.4,24.1,33.8,0.915584416
07-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,3.2,3.2,0,0,3.5,3.5,12.5,16.1,24.4,32,0
08-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,268.3,276.3,112,104,3.5,22.5,11.2,13.8,28.9,35.3,0.928571429
09-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,55.3,57.3,2,0,3.5,4,8.2,12.2,25.2,31.8,0
10-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,548.4,576.4,425,397,3,71,6.2,13.6,22.4,26.7,0.934117647
11-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,581.3,608.3,428,401,3,71.5,11,16,24.8,28.4,0.936915888
12-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,800.7,832.7,554,522,3,90,12.5,18.3,22,28,0.942238267
13-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,761.3,792.3,555,524,3,90,15.4,20.1,20.9,25.7,0.944144144
14-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,820.7,850.7,556,526,3,90,17.3,20.1,21.8,26.8,0.946043165
15-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,492,513,340,319,3,58,18.5,20.1,18.9,25.7,0.938235294
16-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,678,707,495,466,3,81,17.2,20.1,20.2,22.6,0.941414141
17-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,1041,1073,558,526,3,90,17.2,20.1,17.9,23.6,0.94265233
18-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,791.6,794.6,96,93,0,20,16.2,20,17.3,22.1,0.96875
19-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,762.4,778.4,213,197,3,39,13.5,17.6,20.9,27.3,0.924882629
20-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,661,690,466,437,3,77,13.4,18.9,25.3,31.2,0.93776824
21-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,908.3,940.3,557,525,3,90,15.4,20.1,21,28.1,0.942549372
22-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,516.7,536.7,326,306,3,56,16.7,20.2,20.2,28.8,0.938650307
23-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,889.6,921.6,556,524,3,90,16.4,20.2,18.2,27.4,0.942446043
24-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,947.7,978.7,557,526,3,90,16.9,20.1,17.3,22.7,0.944344704
25-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,1057.5,1087.5,556,526,3,90,17.2,20.2,17.6,23.6,0.946043165
26-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,420,434,213,199,3,39,18.1,20.2,20.5,25.7,0.9342723
27-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,534.8,553.8,310,291,3,53.5,17.4,19.6,21.9,29.1,0.938709677
28-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,661.2,681.2,342,322,3,58.5,16,18,21.4,24.5,0.941520468
29-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,221.8,226.8,100,95,3,20.5,13.5,17.3,21.4,26.9,0.95
30-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,736.4,768.4,497,465,3,81.5,12.3,17.8,21.1,26.4,0.935613682
31-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_38,0.665,242,248,74,68,3,16.5,14.7,17.4,23.5,34.3,0.918918919
01-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,186,189,33,30,3,11.5,14.6,16.8,34.3,40.8,0.909090909
02-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,831.8,866.8,559,524,3,90,12.9,19.3,27.4,39.4,0.937388193
03-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,655.2,679.2,374,350,3,62.5,16.6,19,19.8,29.1,0.935828877
04-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,2,2,0,0,3.5,3.5,13,17.7,20.4,25.6,0
05-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,0.6,0.6,0,0,3.5,3.5,9.2,13,21.5,27.4,0
06-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,175.4,179.4,79,75,3,18,7.6,10.3,24.4,32,0.949367089
07-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,42.8,42.8,0,0,3.5,3.5,6.5,9.3,30.6,35.8,0
08-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,42.8,42.8,0,0,3.5,3.5,6.5,9.3,30.6,35.8,0
09-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,711.7,745.7,477,443,3,78.5,6.7,13.2,28,35.2,0.928721174
10-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,689.6,717.6,481,453,3,79.5,10.7,16.1,22.4,30.6,0.941787942
11-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1193.4,1226.4,558,525,3,90.3,12.6,19.9,20.3,24.9,0.940860215
12-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,121,121,20,20,3,10,16.1,19.5,22.4,32.8,1
13-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1369,1406,562,525,3,90.5,14,19.4,19.3,25.7,0.934163701
14-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1243.3,1275.3,559,527,3,90.5,15.9,20.1,20.3,25.2,0.942754919
15-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,263.5,267.5,81,77,3,17.5,17.2,19.9,20.9,26.6,0.950617284
16-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,952.2,985.2,539,506,3,87.5,15.2,20.2,25,32.8,0.93877551
17-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1142.8,1174.8,557,525,3,90,17.9,20.2,16.5,26.9,0.942549372
18-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1263,1295,558,526,3,90,18.3,20.1,13.2,17.7,0.94265233
19-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1011,1038,471,444,3,77.5,18.1,20.1,14.3,17.8,0.942675159
20-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1354,1384,555,525,3,90,16.6,20.1,13.4,18.6,0.945945946
21-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1339.8,1369.8,555,525,3,90,17.7,20.1,13.8,16.3,0.945945946
22-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1368.4,1399.4,555,524,3,90,18.2,20.1,15.1,21,0.944144144
23-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,818,839,366,345,3,61.5,17.8,19.9,15.2,19.4,0.942622951
24-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1393.6,1424.6,555,524,3,90,16.7,20.1,16.2,21,0.944144144
25-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1101.7,1131.7,548,518,3,89,15.9,20.1,16.7,23.3,0.945255474
26-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1394,1424,555,525,3,90,17.5,20.2,15.2,26.3,0.945945946
27-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,1145,1174,555,526,3,90,16.6,20.1,13.7,22.8,0.947747748
28-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_38,0.665,886,916,513,483,3,84,18.9,20.2,22.5,38.6,0.941520468
01-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,198,325,130,3,0,25.5,19,20.3,25.8,48.3,0.023076923
02-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,453.5,453.5,0,0,0,0,18.9,20.3,38.9,54.8,0
03-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,490.5,379.5,0,111,0,22.5,15.6,19.9,32.2,44.6,0
04-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,460.7,475.7,236,221,3,43,17,20,32.5,36.3,0.936440678
05-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,310.6,321.6,129,118,3,25.5,17.6,19.3,33.3,36.3,0.914728682
06-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1477.7,1509.7,557,525,3,90.5,16.5,20.2,23.2,34.9,0.942549372
07-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1249,1281,558,526,3,90,17.6,20.2,22,27.2,0.94265233
08-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,629.5,652.5,388,365,3,64,19,20.2,24.4,31.6,0.940721649
09-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1419,1451,558,526,3,90.5,17.8,20.2,23.2,29.4,0.94265233
10-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,917.8,948.8,555,524,3,90,18.8,20.1,23.1,31.5,0.944144144
11-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1472.4,1504.4,558,526,3,90.2,18.9,20.1,23.2,30.9,0.94265233
12-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,840.8,871.8,547,516,3,88.5,19,20.2,23.9,39.5,0.943327239
13-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1148.8,1180.8,558,526,3,90,19.1,20.3,16.6,38.3,0.94265233
14-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1380,1412,558,526,3,90,19.1,20.3,21.7,28.4,0.94265233
15-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,284.4,719.4,451,16,0,74.7,19.1,20.3,27.6,35.1,0.035476718
16-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,882.3,882.3,0,0,0,0,15.4,19.7,19.5,32,0
17-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1820.7,1423.7,119,516,0,90,13.6,17.2,17.2,21.4,4.336134454
18-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,382,394,237,225,3,43.5,15.4,17.7,20.1,28,0.949367089
19-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1430.3,1463.3,556,523,3,90.5,14.5,20.2,18.3,24.1,0.940647482
20-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1344,1375,556,525,3,90,17,20.1,19.9,31.7,0.944244604
21-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1407.5,1438.5,557,526,3,90.3,18.9,20.1,24.2,34,0.944344704
22-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1376.8,1409.8,558,525,3,90.1,19,20.2,25.6,35.8,0.940860215
23-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1293,1324,557,526,3,90,19,20.2,26.3,36.6,0.944344704
24-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1195.4,1227.4,557,525,3,90,19,20.2,32.9,46.3,0.942549372
25-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1161.3,1193.3,557,525,3,90,19,20.3,31.6,44.6,0.942549372
26-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1362.7,1392.7,557,527,2.5,90.1,19,20.7,27.7,49.5,0.946140036
27-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,226.6,229.6,41,38,3,12.5,19,20.6,35.6,49.9,0.926829268
28-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1413.4,1449.4,561,525,3,90.5,18.8,20.3,22.4,35.7,0.935828877
29-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1014.8,1044.8,532,502,3,86.6,19,20.2,17.1,26.9,0.943609023
30-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1326,1359,558,525,3,90.5,19,20,16.5,22,0.940860215
31-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_38,0.665,1298.8,1329.8,556,525,3,90,18.9,20.1,20.5,27.9,0.944244604
01-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1494,1525,557,526,3,90.5,19,20.1,22.1,28.9,0.944344704
02-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1234,1267,558,525,3,90.5,18.9,20.1,20.5,32.1,0.940860215
03-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1282.2,1313.2,556,525,3,90,19,20,30.3,33.8,0.944244604
04-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1336.8,1368.8,556,524,0,90,19,20.1,26.7,36.2,0.942446043
05-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,260.7,262.7,24,22,3,10.5,19,20.2,34.8,46,0.916666667
06-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1579.7,1613.7,560,526,3,90.5,17.9,20.1,25.9,36.8,0.939285714
07-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1510.6,1543.6,558,525,3,90.5,19,20.2,23.8,34.6,0.940860215
08-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1484.4,1516.4,557,525,3,90.5,19,20.2,21.3,42.9,0.942549372
09-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1067.6,1098.6,555,524,3,90,19,20.2,23.5,40.5,0.944144144
10-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1385.2,1417.2,557,525,3,90.3,19,20.1,31.6,45,0.942549372
11-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1496.2,1528.2,557,525,3,90,19,20.2,27.6,42.2,0.942549372
12-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,559.8,573.8,237,223,3,43,18.8,20.2,36.9,50.5,0.94092827
13-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1228.2,1262.2,558,524,3,90,19,20.2,26.4,42.7,0.9390681
14-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,554.8,563.8,152,143,3,30.5,19,20.2,26.8,36,0.940789474
15-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1586.2,1621.2,560,525,3,90.5,19,20.2,30,36.1,0.9375
16-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1396.6,1427.6,556,525,3,90,19,20.8,29.6,49.7,0.944244604
17-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,783.7,1339.7,556,0,0,90,19.5,21.7,35.5,48.4,0
18-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1869.3,1376.3,556,1049,0,90,19.6,21.6,35.4,48.5,1.886690647
19-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,975.2,1010.2,556,521,3,90,19.8,21.5,35.6,49.1,0.93705036
20-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1108.2,1136.2,552,524,2.5,90,19.5,21.5,35.4,48.7,0.949275362
21-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1235.8,1267.8,558,526,2.5,90,19.6,21.6,34.8,49.8,0.94265233
22-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,254,258,49,45,3,14,19.3,20.7,35.3,49.9,0.918367347
23-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1150.8,1184.8,557,523,3,90,19.1,20.6,36.1,50.6,0.938958707
24-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1542,1574,557,525,3,90.5,19.4,20.9,30.9,47.7,0.942549372
25-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1718,1751,557,524,3,90.5,19,20.2,19.5,34.2,0.940754039
26-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1646.2,1678.2,557,525,3,90.3,19.1,20.3,23.2,33.9,0.942549372
27-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1406,1438,556,524,3,90,19.1,20.4,25,36.7,0.942446043
28-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1712.8,1744.8,557,525,3,90.5,19.1,20.3,29,47.7,0.942549372
29-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1678,1710,557,525,3,90.3,19.1,20.2,28.1,36.6,0.942549372
30-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_38,0.665,1649.2,1681.2,557,525,3,90.2,19.1,20.8,31.7,45.3,0.942549372
01-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,286,288,54,52,3,14.2,19.1,20.4,36.1,50.5,0.962962963
02-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1754.5,1791.5,561,524,3,90.5,18.9,20.5,34.6,44.3,0.934046346
03-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,509.7,523.7,242,228,3,43.3,19.1,20.1,40.9,49.7,0.94214876
04-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1725.3,1758.3,558,525,3,90.5,19.1,20.2,25.4,44.4,0.940860215
05-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,470.3,476.3,85,79,3,17.5,19.1,20.1,31.5,47.2,0.929411765
06-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,590.4,607.4,231,214,3,42.5,19,20.1,40.3,50.4,0.926406926
07-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1590.3,1623.3,557,524,3,90.5,19.1,20.2,35.7,44.1,0.940754039
08-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1504.5,1536.5,557,525,3,90.5,19.1,20.4,34.7,48.6,0.942549372
09-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,160,160,12,12,3,6.5,19.2,20.4,39.3,50.9,1
10-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,483.2,502.2,253,234,3,45,18.9,20.1,37.4,48.4,0.924901186
11-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1179.8,1212.8,556,523,3,90,19.1,20.5,36,49.9,0.940647482
12-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1453,1484,557,526,2.5,90.5,19.1,21.3,35.4,47.5,0.944344704
13-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1451.8,1482.8,556,525,2.5,90,19.2,21.5,35.2,48.3,0.944244604
14-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1492,1524,556,524,0,90,19.4,21.5,35,52.9,0.942446043
15-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,371,379,123,115,3,24,19.7,21,36.1,51.8,0.93495935
16-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,291.4,300.4,111,102,3,22,19.2,20.3,36.8,51.6,0.918918919
17-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1116,1149,556,523,3,90,19.2,21.1,36.3,51.2,0.940647482
18-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1734.8,1766.8,557,525,3,90.5,19.4,21.1,35.5,47.3,0.942549372
19-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,922.5,948.5,451,425,2.5,75,19.4,21.4,35.3,49.1,0.942350333
20-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,484.7,496.7,195,183,2.5,36.5,19.9,21.2,36.5,53,0.938461538
21-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,779.6,799.6,311,291,2.5,54,19.3,21.1,37,52.5,0.935691318
22-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,962.4,989.4,475,448,2.5,78.5,19.6,20.8,36.3,51.2,0.943157895
23-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,753.8,781.8,472,444,2.8,78,19.5,20.9,35.5,49.2,0.940677966
24-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,590.8,607.8,272,255,3,48.2,19.5,20.7,36,47.9,0.9375
25-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1666.4,1700.4,558,524,3,90.5,19.2,20.9,35,47.9,0.9390681
26-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1477,1508,556,525,2.5,90,19.4,21.4,35,47,0.944244604
27-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1540.8,1572.8,557,525,2.5,90.5,19.5,21.7,35.1,47.5,0.942549372
28-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1591,1623,557,525,2.5,90.3,19.4,22.1,34.5,46.7,0.942549372
29-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1574.5,1606.5,557,525,2.5,90,19.5,21.8,35.1,47.1,0.942549372
30-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1516.7,1548.7,556,524,2.7,90,19.5,21.6,35,47.1,0.942446043
31-May-25,25-May,korea,korea-blackwood,KR_BW_38,0.665,1207.8,1237.8,553,523,2.5,90,19.5,21.5,34.9,48.6,0.945750452
01-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1400,1433,556,523,2.5,90,19.5,22,34.5,48.5,0.940647482
02-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,441.5,452.5,186,175,2.5,35.1,19.5,21,35.6,48.8,0.940860215
03-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1581.7,1615.7,557,523,3,90,19.5,21,35.5,49.3,0.938958707
04-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1714.8,1747.8,557,524,3,90.5,19.4,21.7,35,46.7,0.940754039
05-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1588.2,1620.2,556,524,2.5,90,19.5,22,34.7,47.5,0.942446043
06-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,726.8,743.8,278,261,2.5,49,19.5,21.2,35.4,47.6,0.938848921
07-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1495.8,1527.8,557,525,2.5,90,19.4,22.1,35.6,49.3,0.942549372
08-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1236,1268,555,523,2.5,90,20,22.2,35.2,51.2,0.942342342
09-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1365,1396,555,524,2.5,90,20,22.2,35.8,50.7,0.944144144
10-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1235,1267,555,523,2.5,90,20,21.7,35,49.7,0.942342342
11-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1705,1738,557,524,2.5,90,19.9,22.2,34.7,48.3,0.940754039
12-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1271,1301,554,524,2.5,90,19.8,22.3,34.8,49.1,0.945848375
13-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,453.4,465.4,166,154,2.5,32.5,19.9,20.9,36.1,51.1,0.927710843
14-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,861.3,874.3,219,206,0,40,19.8,21.7,36.3,79.5,0.940639269
15-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1092.3,1125.3,556,523,2.5,90,19.6,21.9,36.6,53,0.940647482
16-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,653,671,310,292,2.5,53.5,19.9,21.7,35.8,52.1,0.941935484
17-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1056.2,1089.2,556,523,2.5,90,19.8,22,36.2,52.3,0.940647482
18-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1490.2,1522.2,557,525,2.5,90.3,19.9,22.3,35.8,49.2,0.942549372
19-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1129.3,1160.3,554,523,2.5,90,20,22.3,36,51,0.944043321
20-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,357.3,365.3,109,101,2.5,21.5,20.1,22,36.2,52.2,0.926605505
21-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,100.7,102.7,4,2,3,3.5,19.4,20.9,37,53.7,0.5
22-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1141.5,1172.5,546,515,2.5,89,19.1,21.3,36.1,51.3,0.943223443
23-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1674.5,1707.5,558,525,2.5,90.5,19.5,22.2,35.3,49.6,0.940860215
24-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,218.3,219.3,14,13,3,6.5,19.8,21.6,35.9,51.6,0.928571429
25-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1159.2,1195.2,560,524,2.5,90.3,19.5,21.5,36,50.8,0.935714286
26-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1383.8,1415.8,556,524,2.5,90,19.9,22.1,35.6,50.2,0.942446043
27-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1498.2,1530.2,556,524,2.5,90,20,22.5,35.4,50.5,0.942446043
28-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1341.5,1373.5,556,524,2.5,90,20.7,22.9,35.4,52,0.942446043
29-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1394.3,1425.3,555,524,2.5,90,20.7,23,35.7,51.8,0.944144144
30-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_38,0.665,1359.4,1391.4,555,523,2.5,90,20.6,23,34.9,51.1,0.944144144
