Date,month,Country,Portfolio,Asset No,Battery Capacity (MW),Export Energy (kWh),PV Energy (kWh),Charge Energy (kWh),Discharge Energy (kWh),Min SOC ,Max SOC ,Min ESS Temperature ,Max ESS Temperature ,Min ESS Humidity ,Max ESS Humidity ,RTE(%)
27-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2091,2165,1035,961,2,76,19.1,24.6,33.7,52.7,0.928502415
28-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2093.3,2180.3,1193,1106,2.4,86.5,19.2,25,33.4,52.6,0.927074602
29-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2743,2835,1257,1165,2.5,90,19.4,25,31.9,51.5,0.926809865
30-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_18,1.4976,2857,2949,1254,1162,2.5,90,19.7,25.1,31.7,51,0.926809865
01-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,1146.9,1167.9,677,656,2.5,90,16.2,22.9,27.6,42.2,0.968980798
02-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,826.6,838.6,516,504,2.5,71.5,16.1,22.1,28.6,44.7,0.976744186
03-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,1016.7,1064.7,693,645,3,90,16.3,22.4,25.3,44.3,0.930735931
04-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,962.6,995.6,646,613,3,85.5,16,22.5,25.4,38.7,0.948916409
05-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,125.4,138.4,13,0,3.5,7,16.2,19.9,29.9,51.6,0
06-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,481.6,487.6,272,266,3,41.5,16,19.9,29.3,52.7,0.977941176
07-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,529.4,542.4,245,232,2.5,37,16,19.9,26.5,40.5,0.946938776
08-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,222.8,212.8,34,44,1,10.5,16.1,19.9,27.9,45.6,1.294117647
09-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,379.2,402.2,162,139,1,23,15.7,19.9,26.1,41.6,0.858024691
10-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,366.9,378.9,181,169,2,29,15.7,19.9,26.4,42.6,0.933701657
11-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,283.3,285.3,79,77,2,14.5,15.8,19.9,31.3,45,0.974683544
12-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,555.6,587.6,354,322,2,49.5,15.9,19.9,31.4,45,0.90960452
13-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,630.5,648.5,368,350,2.5,51.5,16,19.9,32.5,50.6,0.951086957
14-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,775.1,814.1,562,523,3,74.5,16.2,21.8,33.9,55.9,0.930604982
15-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,544.3,557.3,277,264,3,41,16,19.9,27.4,52,0.953068592
16-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,255.2,256.2,95,94,2.5,17,16.1,19.9,28.1,40.3,0.989473684
17-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,935.3,986.3,697,646,2.5,90,16.1,22,26.9,41.5,0.926829268
18-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,943.5,972.5,659,630,2.5,87,16.1,22.5,28.7,46.3,0.95599393
19-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,968.3,983.3,15,0,3,6.5,16,19.9,32.8,47.8,0
20-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,881.8,906.8,628,603,2.5,84,16.1,21.6,28.9,47.6,0.960191083
21-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,1140.3,1186.3,692,646,3,90,16,22.5,27.7,46.3,0.933526012
22-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,639.1,650.1,354,343,2.5,51,16.2,19.9,31.8,51.2,0.968926554
23-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,959.5,999.5,663,623,3,87,16.3,22.5,31.9,54.4,0.939668175
24-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,773.7,800.7,538,511,3,72.6,16.5,22.1,32.3,55.2,0.949814126
25-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,1060.3,1105.3,691,646,3.2,90,16.3,22.8,30.1,51.5,0.93487699
26-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,442.4,448.4,239,233,2.5,37,16.4,19.9,33.6,49.7,0.974895397
27-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,391.7,402.7,215,204,2,33.5,16,19.9,30.6,53.9,0.948837209
28-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,375,386,158,147,2.5,24.5,16,20,29.3,42.8,0.930379747
29-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,460.3,473.3,198,185,2.5,31.5,16.1,20,29.1,41,0.934343434
30-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,1247.7,1291.7,691,647,3,90,15.9,22.1,30.1,47.2,0.936324168
31-Jan-25,25-Jan,korea,korea-blackwood,KR_BW_36,0.832,322.8,324.8,158,156,2,26,16.5,20,33.9,56.1,0.987341772
01-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,118.8,122.8,4,0,2.5,3,16.3,20,35.7,55.4,0
02-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,898.9,939.9,660,619,3,86,16.3,21.5,32.9,55.1,0.937878788
03-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,809,844,554,519,3,74,16.3,21.3,27.7,53.2,0.936823105
04-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,580.6,598.6,275,257,3.2,41.5,16,20,28.3,40.2,0.934545455
05-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,522.9,531.9,274,265,2.5,41,16,19.9,28.3,41.3,0.967153285
06-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,445.9,460.9,249,234,2.5,37.5,15.9,20,30,45.3,0.939759036
07-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,373.7,380.7,116,109,2.5,19,15.6,19.9,26.2,45.6,0.939655172
08-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,491.3,510.3,242,223,2.5,36.5,15.7,19.9,26.2,38.6,0.921487603
09-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,738.5,760.5,417,395,2.5,58,15.8,19.9,29.3,42.4,0.947242206
10-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,806.9,829.9,465,442,3,63.2,16,21.2,28.2,43.4,0.950537634
11-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1313,1351,684,646,3.4,90,15.8,22.7,28.4,45.7,0.944444444
12-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,264.9,254.9,72,82,2,15,16.1,19.9,33.2,56.5,1.138888889
13-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1338.4,1387.4,696,647,2,90,15.9,22.1,28.9,49.1,0.929597701
14-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,902,939,567,530,3,76.5,16,22,32.3,54,0.934744268
15-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,94.6,103.6,9,0,3.5,5,16.2,19.9,35.4,56.9,0
16-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1106,1143,673,636,3,90,16,22,33.2,54.5,0.945022288
17-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1290.4,1338.4,688,640,3,90,16.1,22.3,26.3,53.2,0.930232558
18-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1203.5,1255.5,686,634,3,90,16.1,21.9,24.6,39.2,0.924198251
19-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1262.4,1311.4,685,636,3,90,16.1,21.9,24.2,35.4,0.928467153
20-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1063.3,1102.3,679,640,2.5,90,16,22.5,20.8,33.7,0.942562592
21-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1189.9,1245.9,689,633,3,90,16,22.1,22.1,30.7,0.918722787
22-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,891,922,549,518,3,75,15.9,22,23.4,34.6,0.943533698
23-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,803.4,839.4,484,448,3,64.5,16,21.1,22.6,31.1,0.925619835
24-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,945.5,982.5,550,513,3,74.5,15.9,21.3,22.5,31.9,0.932727273
25-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,823.7,850.7,452,425,2.9,61.5,15.9,21.4,25.3,40.5,0.940265487
26-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1243.5,1290.5,687,640,3,90,16,22.6,27.9,45.4,0.931586608
27-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,278.1,269.1,54,63,1.5,13,15.9,20,31.7,57,1.166666667
28-Feb-25,25-Feb,korea,korea-blackwood,KR_BW_36,0.832,1174.1,1233.1,696,637,1.5,90,16.5,22.2,34.6,54.7,0.915229885
01-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,138.5,150.5,12,0,3.5,6.5,16.7,20,37.1,54.8,0
02-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,141,145,4,0,6,7.5,16.6,20,37.7,54.4,0
03-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,258.4,240.4,65,83,2,16.1,16.2,20.1,35.3,55.9,1.276923077
04-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,369.5,378.5,111,102,2,19,16.2,20,35.4,55.5,0.918918919
05-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,768,811,554,511,2.5,74,16.2,20,35.8,55.6,0.922382671
06-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1335,1377,685,643,2.5,90,16.4,22.3,31.2,54.3,0.938686131
07-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1161.4,1208.4,685,638,3,90,16.4,22.8,32.5,53.1,0.931386861
08-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,557.2,568.2,231,220,2.5,35.5,16.3,19.9,35.2,54.7,0.952380952
09-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1339.8,1411.8,686,614,3,90,16.2,21.8,32.8,54.4,0.895043732
10-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,236.8,217.8,21,40,1,10,16.5,20,35.1,54.3,1.904761905
11-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,492,528,266,230,1,38,16.5,20,36.7,55.2,0.864661654
12-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,286.6,275.6,51,62,1.5,13.5,16.4,19.9,36,54.4,1.215686275
13-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,589.8,621.8,333,301,1.5,48.4,17,19.9,35.7,52.8,0.903903904
14-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,947.4,1001.4,571,517,3.5,78,17,21.4,34.2,52.1,0.905429072
15-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,500.4,507.4,257,250,3,41,16.8,19.7,35.4,53.2,0.972762646
16-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,596.4,607.4,147,136,3,24,16.6,19.7,30.3,52.6,0.925170068
17-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1301.9,1358.9,674,617,3,90,16.6,21.4,29.5,47.5,0.915430267
18-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,865.5,899.5,489,455,3,68,16.4,21.3,28.9,48.9,0.930470348
19-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1379.7,1407.7,678,650,3,90,16.7,21.9,29.1,43.8,0.958702065
20-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1413.5,1449.5,688,652,3,90,16.6,22.5,32.4,54.8,0.947674419
21-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1417.1,1454.1,692,655,2.5,90,17.1,22.6,32.5,52,0.946531792
22-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1477.9,1518.9,693,652,3,90,16.9,22.6,33.4,52.4,0.940836941
23-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1373.4,1416.4,691,648,3.4,90,17.1,22.8,33.9,52.3,0.937771346
24-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1313.8,1349.8,682,646,3,89.5,17.3,22.9,32.6,51.6,0.947214076
25-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1270.9,1308.9,685,647,3,90,17.1,22.9,33,52.2,0.944525547
26-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,606.2,625.2,321,302,3.2,47,17.2,21,34.8,52,0.940809969
27-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,185,171,41,55,1,12,16.9,19.8,35.7,54.5,1.341463415
28-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1068.8,1125.8,704,647,1,90,16.7,21.5,33.4,53.7,0.919034091
29-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,845.3,867.3,426,404,3,59.4,16.6,19.7,34,51.9,0.948356808
30-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1269.3,1309.3,686,646,3,90,16.5,21.8,29.2,50,0.941690962
31-Mar-25,25-Mar,korea,korea-blackwood,KR_BW_36,0.832,1380.8,1413.8,685,652,2.5,90,16.7,22.5,31,46.9,0.951824818
01-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1269.7,1304.7,690,655,2.5,90,16.9,22.4,29.3,48.1,0.949275362
02-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1486,1523,691,654,2.5,90,16.8,22.5,29.9,48.1,0.946454414
03-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1373.1,1398.1,582,557,2.5,77.5,16.8,21.8,31.6,51.3,0.957044674
04-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1324.6,1364.6,691,651,2.5,90,16.8,22.6,33.1,54.8,0.94211288
05-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,571.3,576.3,147,142,2.5,24,17.1,19.8,35.9,52.3,0.965986395
06-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1583.5,1624.5,691,650,2.5,90,16.8,22.3,31.9,52,0.940665702
07-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1424.5,1467.5,691,648,2.5,90,16.8,22.8,32.7,51.4,0.937771346
08-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1419,1454,691,656,2.5,90,17.2,22.8,32.4,51.6,0.94934877
09-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,992.1,1021.1,552,523,2.5,74,17,22.5,34.7,51.9,0.947463768
10-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1332.5,1372.5,690,650,2.5,90,17.1,22.6,33.1,52.3,0.942028986
11-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1390,1430,687,647,2.5,90,17,22.8,33.8,52.1,0.941775837
12-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,261.1,253.1,86,94,2,16.5,16.9,20.8,36,56.3,1.093023256
13-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1323.1,1347.1,433,409,2.5,59.7,16.8,19.8,35.3,54.3,0.944572748
14-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1499.7,1544.7,689,644,2.5,90,17,22.3,32.3,52.1,0.934687954
15-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1584.3,1621.3,689,652,2.5,90,16.8,22.7,33,51.9,0.946298984
16-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1353.9,1386.9,684,651,2.5,90,17,22.7,33.4,52.4,0.951754386
17-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,216.3,201.3,38,53,1,11.5,17.3,20.4,36.4,51.5,1.394736842
18-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,473.2,491.2,205,187,1,31.5,17.3,19.8,37.2,52.4,0.912195122
19-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,547.3,549.3,272,270,2.5,41.7,17.4,19.8,37.3,51.8,0.992647059
20-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,556.6,566.6,211,201,2,33,17.2,19.8,37.7,53.7,0.952606635
21-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1303.5,1350.5,689,642,2.5,90,17.4,22.8,34.3,52.8,0.931785196
22-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,270.4,266.4,80,84,2,15.5,17.4,19.8,37.3,54.2,1.05
23-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,761.6,781.6,296,276,2,42.5,16.9,19.8,36.6,55.8,0.932432432
24-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1116.5,1545.5,691,262,3,90,17.2,19.8,36.2,51.3,0.379160637
25-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1705.1,1351.1,642,996,0,85.5,0,22.7,0,51.2,1.551401869
26-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1578.6,1624.6,695,649,2.5,90,16.9,22.7,32.8,51.7,0.93381295
27-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,993.2,1026.2,529,496,2.5,71.5,17.1,22.5,34.4,52,0.937618147
28-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1452.4,1502.4,692,642,2.5,90,17.2,22.7,33.1,52.8,0.927745665
29-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1587,1639,692,640,2.5,90,17.1,22.9,32.4,51.6,0.924855491
30-Apr-25,25-Apr,korea,korea-blackwood,KR_BW_36,0.832,1539.2,1575.2,685,649,2.5,90,17,23,32.5,52.4,0.947445255
01-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,181.8,164.8,42,59,1,12.5,17.3,21.5,35.6,54.4,1.404761905
02-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1630,1675,696,651,1,90,17.1,22.6,33.8,53.5,0.935344828
03-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,730.5,743.5,244,231,2.5,37,17.2,19.8,35.4,55.1,0.946721311
04-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1633.4,1679.4,695,649,2.5,90,17,22.7,33.2,52.7,0.93381295
05-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,400.8,396.8,106,110,2.5,19,17,19.8,34.6,52.1,1.037735849
06-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,581.2,592.2,277,266,2.5,41.5,17.1,19.8,36.1,53.4,0.960288809
07-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1522.1,1552.1,683,653,2.5,90,17.1,22.6,33.6,52.5,0.956076135
08-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1309.6,1334.6,683,658,2.5,90,17.1,23,32.8,51.2,0.963396779
09-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,84,84,0,0,3,4.5,17.3,21.7,36.5,53.6,0
10-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,925.7,932.7,361,354,2.5,52.5,17.3,19.9,37.1,55.3,0.980609418
11-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1139.8,1158.8,557,538,2.5,75.5,17.3,22.4,35.2,51.8,0.965888689
12-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1478.8,1501.8,674,651,2.5,90,17.3,23,33,52.2,0.965875371
13-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1502,1544,678,636,2.5,90,17,23.1,32,53.8,0.938053097
14-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,839.6,855.6,319,303,2.5,47.5,17.3,21.6,35.2,51.7,0.94984326
15-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,531.9,527.9,201,205,2,33.5,17.3,19.8,38.1,53.8,1.019900498
16-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,117.2,87.2,11,41,1,10.6,17.3,19.8,37.8,53.9,3.727272727
17-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,0,0,0,0,1,1,17.5,19.9,37.6,55.3,0
18-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,158.6,158.6,0,0,0.5,1,16.8,20,37.2,58.3,0
19-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1315.7,1374.7,693,634,0.5,89.5,17.1,22.3,35.9,52.3,0.914862915
20-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,447.1,444.1,199,202,2,33.5,17.5,20,38.2,51.8,1.015075377
21-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,214.4,206.4,23,31,1,9,17.2,19.8,37.9,55.7,1.347826087
22-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1267.8,1332.8,659,594,1,84.9,17.1,22.6,35.3,55.5,0.901365706
23-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,338.3,352.3,152,138,2.5,23,17.4,19.8,37.7,51.8,0.907894737
24-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,854.2,886.2,394,362,2.5,54.4,17.4,20,37.6,54.6,0.918781726
25-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1507.7,1547.7,694,654,2.5,90,17.1,23.1,32.9,53,0.942363112
26-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1421.8,1460.8,694,655,2.5,90,17.4,23.1,31.5,53.7,0.943804035
27-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1455,1493,693,655,2.5,90,17.3,23.1,31.6,52.9,0.945165945
28-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1134.9,1169.9,628,593,2.5,83,17.3,23.2,32.9,52.7,0.944267516
29-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1438.1,1477.1,692,653,2.5,90,17.4,23.1,31.8,51.3,0.943641618
30-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1439.2,1478.2,691,652,2.5,90,17.4,23.3,31.2,53.3,0.943560058
31-May-25,25-May,korea,korea-blackwood,KR_BW_36,0.832,1101.6,1129.6,487,459,3,65,17.4,22.7,34.3,52.7,0.942505133
01-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1397.1,1430.1,665,632,2.5,87.5,17.5,23.2,29.5,52.9,0.95037594
02-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,530.2,544.2,303,289,2.5,44,17.5,21.2,36.7,52.6,0.95379538
03-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1628.6,1658.6,557,527,2.5,74.5,17.3,22.8,35.2,57.2,0.946140036
04-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1318,1349,624,593,2.5,82.5,17.5,23.1,32.8,53.5,0.950320513
05-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1546.9,1588.9,692,650,2.5,90,17.4,23.3,30.9,52.6,0.939306358
06-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1041.3,1067.3,460,434,2.5,62,17.5,22.8,36,53.6,0.943478261
07-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,507.6,510.6,191,188,2,31,17.4,20,40.4,54.5,0.984293194
08-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,312.3,312.3,69,69,1.5,14.5,17.4,19.8,40.7,54.6,1
09-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,748.9,775.9,267,240,1.5,38.2,17.5,19.8,40.8,54.3,0.898876404
10-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,600.3,610.3,200,190,2,31.5,17.4,20,40.8,54.3,0.95
11-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1162.7,1200.7,560,522,2,74.5,17.6,23,38.9,54,0.932142857
12-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,386.9,394.9,145,137,2.5,23,17.3,19.8,38.4,54.1,0.944827586
13-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,475,486,223,212,2,34.5,17.4,20,40.9,54.4,0.950672646
14-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,522.1,534.1,187,175,1.7,29.5,17.4,19.7,41.2,55.3,0.935828877
15-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,336,347,144,133,2,22.5,17.5,19.8,38.4,54.8,0.923611111
16-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,955.8,983.8,446,418,2.5,60.4,17.4,20.7,40.2,54.2,0.937219731
17-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1048.1,1076.1,471,443,2.5,63.5,17.4,23.2,39.7,54.3,0.940552017
18-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,977.8,995.8,419,401,2,58,17.4,22.8,40,54.2,0.957040573
19-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,581.4,587.4,197,191,2,31,17.7,19.8,41.2,54.2,0.969543147
20-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,267.9,275.9,101,93,2,16.5,17.6,19.8,40.8,54.6,0.920792079
21-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,351.1,186.1,0,0,0,9.5,17.6,20,41.8,55.3,0
22-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,693,728,383,348,1,51.5,17.6,19.9,41.6,54.5,0.908616188
23-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1034.9,1062.9,494,466,2,65.5,17.3,23,39.9,54.9,0.943319838
24-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,420.8,427.8,120,113,2,19.5,17.2,19.8,41.9,55.4,0.941666667
25-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1208.2,1234.2,445,419,2,60,16.7,19.7,41.6,54.7,0.941573034
26-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1409.4,1448.4,694,655,2,90,17,23.3,39.1,55.2,0.943804035
27-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,757.7,777.7,328,308,2,46.5,17.3,21.4,40.5,54.9,0.93902439
28-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,903.6,930.6,468,441,2.5,62.5,17.5,22.7,40.5,55,0.942307692
29-Jun-25,25-Jun,korea,korea-blackwood,KR_BW_36,0.832,1256.6,1288.6,617,585,2,82,17.5,23.5,38.8,54.7,0.948136143
