Date,KR_BW_01,KR_BW_02,KR_BW_03,KR_BW_04,KR_BW_05,KR_BW_06,KR_BW_07,KR_BW_08,KR_BW_09,KR_BW_10,KR_BW_11,KR_BW_12,KR_BW_13,KR_BW_14,KR_BW_15,KR_BW_16,KR_BW_18,KR_BW_19,KR_BW_20,KR_BW_21,KR_BW_22,KR_BW_23,KR_BW_24,KR_BW_25,KR_BW_26,KR_BW_27,KR_BW_28,KR_BW_29,KR_BW_30,KR_BW_31,KR_BW_32,KR_BW_33,KR_BW_34,KR_BW_35,KR_BW_36,KR_BW_37,KR_BW_38,KR_BW_39,KR_BW_40,KR_BW_41,KR_BW_42,KR_BW_43,KR_BW_44,KR_BW_45,KR_BW_46,KR_BW_47,KR_BW_48,KR_IB_49,JP-MINA,SG_DG_ONS_00055,KR_DG_ONS_00028,KR_DG_OFS_00033,TW1
1/1/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/2/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/3/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/4/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/5/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/6/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/7/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/8/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/9/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/10/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/11/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/12/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/13/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/14/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/15/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/16/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/17/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/18/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/19/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/20/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/21/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/22/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/23/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/24/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
1/25/2025 0:00,0.580645161,0.935483871,0.258064516,2.838709677,2.967741935,2.806451613,3,2.806451613,2.741935484,0.612903226,2.129032258,2.870967742,2.741935484,1.032258065,1,2.64516129,1.258064516,7.774193548,0.935483871,3,1.709677419,0.290322581,1.451612903,0.193548387,77.5483871,0.967741935,30.70967742,2.935483871,1.451612903,8,0.161290323,0.290322581,2.967741935,2.709677419,0.64516129,1.129032258,0.741935484,3.096774194,0.129032258,2.709677419,2.677419355,0.290322581,0.290322581,0.225806452,0.225806452,0.225806452,0.161290323,242.3870968,66.87096774,2.741935484,2.312903226,1.300645161,81.51612903
